Recency,Frequency,Monetary
3509,14,126.1
3727,17,70.39
3393,8,22.5
3726,6,47.0
3444,3,25.3
3441,21,189.73
3875,2,6.72
3488,6,27.1
3381,21,120.49
3435,13,122.8
3392,15,68.7
3500,8,62.54
3611,14,127.2
3468,10,74.76
3431,10,39.9
3435,17,183.1
3665,5,57.9
3379,11,76.94
3933,3,53.76
3455,12,101.65
3406,13,138.4
3453,10,89.84
3689,4,51.5
3762,14,89.75
3502,15,105.55
4073,2,18.0
3897,4,35.8
3523,4,50.44
3848,12,130.0
3621,11,79.75
3507,8,111.9
3462,13,94.6
3561,18,150.7
3624,11,48.9
3390,25,104.25
3466,12,191.35
3453,8,57.5
3417,16,165.5
3684,8,83.96
3381,13,135.99
3462,17,124.2
3402,12,109.6
3614,6,24.4
3402,9,89.45
3510,7,106.1
3634,13,83.36
3510,8,48.8
3433,9,97.6
3731,5,68.9
3389,12,94.45
3575,11,83.3
3528,20,237.4
3389,19,211.84
3413,14,193.4
3967,2,24.7
3396,8,65.5
3700,4,101.8
3404,15,76.17
3832,6,27.1
3399,7,27.76
3508,16,213.34
3438,10,62.7
3587,9,54.6
3407,8,71.3
4105,2,5.6
3825,2,11.7
3404,11,87.28
3809,4,39.76
3387,21,161.99
3642,9,131.16
3516,6,58.42
3497,11,99.36
3968,6,59.2
3509,13,191.75
3397,13,130.7
3567,12,46.37
3422,12,64.2
3695,12,157.25
3453,17,137.1
3611,9,60.9
3396,10,49.9
3530,19,130.5
3459,14,143.7
3627,12,75.75
3651,9,94.2
3703,6,44.72
3754,5,52.04
3585,26,240.4
3577,8,49.1
3469,12,103.6
3488,15,144.6
3402,23,129.66
3923,4,43.8
4080,2,16.9
3402,15,241.6
3451,13,108.96
3568,4,41.2
3936,7,91.9
3455,10,62.3
3379,8,60.65
3487,13,79.8
3524,6,39.5
3425,12,131.0
3461,9,115.3
3860,7,42.85
3399,14,86.36
3403,20,189.7
3469,22,265.7
3405,14,66.6
3443,11,98.7
3504,10,86.4
3442,23,145.52
3536,8,45.45
3516,15,135.69
3648,7,41.1
3388,15,138.26
3433,20,254.7
3383,25,245.36
3697,8,50.36
3537,15,117.66
3380,12,81.15
3921,2,21.96
3403,19,92.12
3484,4,11.7
3684,7,68.7
3767,5,39.8
3394,17,151.06
3533,10,97.42
3620,17,76.9
3626,7,25.2
3731,20,186.46
4021,4,37.1
3867,6,39.95
3430,14,77.56
3397,15,79.8
3442,18,159.6
3405,11,77.7
3391,12,111.7
3737,13,155.8
3455,9,142.7
3432,12,111.36
3626,5,32.76
3501,12,236.0
3811,7,43.75
3569,18,188.9
3489,6,50.0
3414,4,30.25
3560,2,22.8
3428,15,78.05
3403,17,135.32
3459,15,122.5
3443,9,129.34
3458,28,239.75
3783,6,43.76
3383,13,128.5
3808,7,53.23
3665,10,49.3
3387,7,55.78
3616,9,87.8
3714,6,93.06
3676,4,22.5
3641,12,65.0
3669,7,48.1
3509,13,184.4
3379,13,114.75
3506,16,169.0
3726,4,34.7
3417,9,50.0
3407,9,134.5
3459,9,72.8
3432,6,107.3
3475,9,60.85
3688,6,66.25
3494,8,46.25
3550,15,123.55
3560,6,76.9
3384,22,157.05
3691,3,6.5
3517,2,5.7
3423,12,81.31
3457,8,36.4
3505,10,58.3
3950,8,64.35
3570,9,75.45
3531,16,76.65
3518,7,104.6
3845,4,47.7
3464,12,82.6
3416,26,160.32
3688,11,58.5
3618,4,14.5
3468,4,17.6
3435,11,175.9
3469,6,64.3
3425,4,85.8
3771,4,23.7
3477,14,99.6
3421,5,53.38
3491,2,4.5
3483,17,115.2
3663,14,146.25
3391,17,231.44
3722,5,63.4
3657,14,143.84
3410,12,86.42
3414,5,51.4
3790,9,79.9
3566,8,98.5
3579,4,82.22
3564,11,43.84
3429,10,81.9
3397,6,33.02
3825,9,40.2
3825,5,97.9
3479,11,65.45
3824,7,63.6
3539,10,72.7
3595,17,91.42
3692,6,41.85
3632,9,45.92
3727,7,27.34
3457,11,61.55
3539,6,76.8
3388,13,171.56
3458,7,49.5
3719,7,69.26
3715,8,44.2
3385,16,72.3
3604,15,217.2
3465,8,134.6
3385,2,4.6
3686,6,54.2
3815,6,53.32
4051,2,11.4
3453,8,143.65
3452,2,23.7
3585,15,114.5
3711,12,128.7
3507,6,39.7
3540,3,23.5
3406,14,170.7
3422,14,72.8
3474,10,73.1
3597,17,165.2
3478,15,235.11
3767,8,15.7
3385,2,24.1
3409,23,285.6
3509,8,54.3
3407,12,118.2
3429,16,133.3
3410,14,143.7
3793,7,56.5
3463,15,110.8
3407,15,141.2
3621,2,6.8
3736,12,121.7
3653,10,78.0
3531,7,60.8
3780,2,18.9
3415,4,44.6
3507,16,154.6
3385,3,14.1
3382,16,105.66
3522,17,91.55
3496,10,63.8
4027,6,38.2
3390,12,76.1
3549,8,49.15
3698,9,81.0
3584,11,43.3
3435,10,111.3
3448,17,89.6
3744,4,51.6
3496,9,54.0
3416,11,95.4
3576,16,152.8
3451,7,111.2
3385,14,117.0
3683,9,81.0
3823,2,9.0
3492,14,177.5
3398,11,72.5
3649,5,62.1
3696,7,58.95
3404,9,72.05
3701,9,29.1
3944,5,46.06
3845,3,28.1
3408,11,98.2
3515,4,21.53
3411,6,41.92
3536,12,128.55
3406,26,206.66
3541,19,194.7
3757,6,44.0
3419,8,67.94
4086,4,17.6
3846,2,17.1
3577,9,85.0
3440,9,50.1
3436,21,277.9
3392,23,160.55
3719,2,13.0
3584,4,21.2
3633,11,88.2
3440,15,203.26
3583,10,75.6
3576,13,73.22
3416,9,42.04
3389,11,130.3
3495,14,76.3
3635,13,118.75
3519,2,8.7
3515,6,59.7
3462,13,61.4
3409,20,290.74
3496,17,189.76
3562,7,70.7
3387,15,193.2
3434,5,53.49
3909,2,14.6
3576,19,128.5
3401,7,45.2
3808,2,26.0
3541,5,32.8
3435,5,101.6
4025,6,21.0
3484,2,10.0
3604,8,21.9
3441,12,203.95
3382,22,153.0
3462,15,129.4
3506,20,153.76
3451,11,76.5
3456,4,15.4
3598,10,71.36
3487,4,10.6
3453,17,109.07
3409,6,65.1
3601,6,32.4
3819,4,37.5
3403,7,23.4
3486,11,80.0
3388,13,116.5
3410,8,84.8
3674,9,47.3
3449,12,179.76
3634,10,140.4
3724,6,47.7
3446,6,83.5
3721,12,65.65
3496,11,127.7
3724,6,57.3
3531,15,150.7
3429,15,118.6
3533,4,38.4
3452,8,28.5
3578,7,44.7
3503,9,102.6
3431,14,77.7
3513,9,118.2
3450,8,143.0
3647,6,73.9
3610,10,54.2
3558,4,23.2
3860,9,66.4
3797,4,11.4
3564,12,116.8
3434,17,142.26
3378,1,1.1
3500,13,153.96
3467,12,134.0
3534,12,125.14
3508,6,32.5
3647,6,59.5
3440,18,134.8
3385,16,112.5
3408,21,135.9
3398,7,29.94
3482,14,159.4
3434,6,86.25
3856,9,62.44
3440,16,111.15
3409,8,124.02
3649,6,34.0
3425,9,63.7
3688,10,62.05
3406,10,174.3
3471,21,156.55
3838,7,59.1
3964,2,17.6
3430,21,176.2
3400,16,179.9
3876,2,9.6
3578,9,68.0
3400,16,142.9
3512,10,59.0
3568,18,160.6
3523,4,28.1
3586,10,92.0
3548,6,61.9
3420,18,114.7
3994,4,49.4
3547,11,98.65
3393,15,166.65
3504,3,63.5
3721,10,85.12
3399,4,62.3
3446,6,49.9
3607,13,109.2
3393,8,66.6
3413,12,114.0
3431,4,71.0
3542,12,97.05
3503,5,28.3
3622,4,23.1
3605,12,82.82
3445,10,36.6
3805,5,53.3
3514,13,72.2
3779,9,87.3
3392,12,108.5
3575,5,56.1
3672,9,60.36
4020,2,23.7
3853,8,60.94
3553,14,121.4
3411,22,260.94
3645,5,30.5
3384,7,44.7
3390,4,108.5
3398,19,260.6
3422,10,61.42
3927,2,15.7
4051,2,6.8
3465,10,80.0
3513,14,133.8
3607,8,92.2
3453,8,35.5
3642,17,213.55
3608,11,128.9
3800,8,81.52
3781,2,28.6
3474,9,37.69
3409,10,89.3
3405,4,19.57
3406,16,122.15
3505,6,47.4
3379,20,101.9
3530,12,98.14
3694,4,42.4
3461,9,73.1
3829,11,53.86
3759,11,71.32
3570,7,47.5
3644,13,114.3
3794,4,13.4
3850,7,65.06
3528,10,54.5
3383,21,200.3
3515,20,166.8
3547,8,21.9
3747,8,76.6
3551,8,104.7
3612,17,139.1
3421,15,82.54
3999,6,36.65
3596,8,59.6
3685,8,59.42
3406,20,210.57
3505,17,159.0
3710,6,43.2
3566,10,116.48
3458,7,32.9
3529,22,182.45
3433,7,68.6
3763,7,107.4
3956,6,31.2
3438,10,70.6
3727,12,95.5
3454,7,38.2
3391,12,94.2
3428,22,277.18
3503,9,107.39
3488,14,143.62
3605,6,34.2
3476,20,244.05
3782,10,67.1
3434,15,145.5
3426,13,68.3
3476,10,63.6
3467,16,95.6
3492,7,20.9
3753,9,81.7
3457,8,97.26
3442,15,129.0
3512,18,105.39
3420,20,152.54
3456,26,225.41
3512,7,37.2
3488,12,69.32
3444,7,99.8
3529,18,162.93
3564,16,98.45
3622,8,37.95
3430,7,48.39
3814,2,8.2
3509,11,106.6
3600,10,55.8
3415,6,73.9
3700,4,10.7
3467,14,157.8
3887,6,55.3
3613,9,87.9
3482,8,53.55
3759,10,107.9
3714,6,46.8
3500,4,28.4
3763,12,96.3
3682,4,64.6
3606,15,97.72
3495,13,125.49
3380,16,124.1
3689,13,113.4
3555,19,156.9
3392,10,117.9
3600,6,64.0
3496,4,38.9
3406,10,72.22
3553,8,62.4
3417,10,39.5
3493,10,74.49
3644,6,28.74
3777,4,15.6
3648,5,44.4
3770,2,66.2
3674,9,73.14
3416,10,147.1
3651,12,162.1
3540,11,122.6
3480,2,18.0
3515,6,46.5
3769,4,13.2
3467,10,78.7
3474,16,109.4
3423,15,179.1
3557,13,118.64
3441,15,61.4
3384,17,155.98
3399,14,137.8
3506,16,175.42
3393,12,66.2
3696,9,82.75
3478,11,94.52
3419,6,50.8
3604,8,55.45
3430,23,301.1
3381,3,9.9
3481,14,198.5
3575,12,101.4
3767,9,39.7
3691,11,148.85
3650,18,122.7
3491,12,81.55
3439,13,73.98
3441,8,36.8
3472,8,53.95
3556,8,97.35
3470,17,119.26
3670,4,57.0
3479,12,107.85
3972,7,63.5
3747,7,53.2
3754,10,81.85
3429,17,147.1
3545,4,44.5
4019,3,17.6
3444,17,125.7
3506,15,146.4
3429,16,117.9
3480,20,127.22
3416,6,67.1
3514,10,88.05
3447,21,190.16
3488,5,114.0
3486,12,109.42
3773,7,76.1
3518,12,117.9
3624,13,152.02
3488,11,207.05
3515,11,53.39
4049,4,24.4
3541,4,18.7
3414,10,107.4
3442,11,68.8
3531,2,13.5
3505,14,95.6
3557,11,141.6
3417,8,45.84
3630,19,171.85
3384,15,205.6
3526,5,29.2
3885,2,30.0
3743,6,19.0
3381,17,167.54
3456,4,12.0
3414,11,87.0
3573,13,144.0
3510,11,91.08
3471,12,99.26
3515,4,37.4
3436,7,32.9
3595,15,105.3
3526,7,73.9
3486,14,110.7
4083,2,47.9
3530,2,3.2
3388,12,102.0
3663,8,43.5
3468,12,71.05
3401,18,133.8
3410,14,97.59
3557,12,50.8
3848,8,67.46
3937,2,11.6
3423,14,160.0
3576,13,180.3
3411,14,108.7
3458,23,201.41
3435,4,25.2
3750,8,36.7
3425,26,242.65
3405,13,140.02
3673,7,57.95
3625,2,7.8
3399,13,77.84
3425,19,242.0
3406,10,86.8
3711,8,75.3
3389,8,45.34
3586,10,79.4
3391,11,46.9
3400,12,79.89
3609,11,104.85
3688,2,23.4
3457,8,102.2
3769,5,15.0
3708,9,46.42
3455,6,48.5
3605,7,48.64
3546,4,41.9
3388,14,145.2
3509,20,108.8
3465,12,123.6
3750,8,44.35
3621,10,108.8
3724,8,51.85
3533,4,35.1
3696,6,50.6
3490,8,112.0
3789,13,69.76
3486,6,34.4
3607,12,95.3
3378,4,36.1
3404,25,150.58
3786,5,71.5
3509,6,27.1
3440,11,180.0
3620,13,51.7
3649,10,82.3
3925,6,24.4
3423,7,100.12
3810,12,111.62
3496,7,61.7
3385,5,43.95
3443,28,221.4
3690,8,61.9
3432,21,147.41
3478,7,71.8
3457,9,99.15
3853,6,127.1
3533,8,59.94
3438,4,36.6
3502,10,99.52
4077,2,26.3
3453,2,16.4
3716,10,121.31
3791,6,47.9
3698,6,39.55
3708,3,6.4
3485,12,93.6
3463,13,111.1
3639,12,96.2
3682,8,109.9
3385,8,81.0
3492,10,41.35
3445,8,71.3
3778,8,79.6
3535,6,57.2
3670,9,67.7
3833,4,26.1
3697,8,70.0
3636,6,25.0
3400,8,48.1
3767,2,14.5
3413,2,33.2
3469,11,107.34
3631,5,29.7
3602,7,74.19
3443,6,55.7
3413,6,74.9
3735,10,50.75
3529,7,31.4
3409,9,95.16
3481,16,88.4
3682,13,141.5
3771,6,45.4
3715,5,17.7
3653,8,58.9
3690,4,19.0
3391,10,106.0
3476,13,93.07
3485,14,87.4
3755,11,87.89
3783,2,2.9
3450,5,29.2
3512,3,68.4
3534,14,86.95
3882,3,18.7
3618,14,68.1
3418,14,95.9
3684,21,113.05
3438,8,37.0
3650,8,62.4
3668,4,31.1
3563,16,172.04
3398,16,124.87
3455,16,110.7
3509,8,82.75
3697,26,194.04
3415,10,98.1
3533,6,34.1
3466,9,53.05
3528,2,12.0
3434,18,162.5
3420,14,154.25
3964,4,27.6
3512,2,15.2
3630,9,52.72
3414,13,137.6
3447,15,172.5
3459,16,144.9
3475,8,60.0
3763,6,39.8
3783,8,45.3
3893,6,63.4
3550,13,189.7
3561,12,98.1
3511,9,36.0
3801,2,16.2
3654,11,118.8
3744,8,69.1
3408,4,23.15
3458,4,59.9
3717,6,55.6
3476,12,151.4
3425,7,121.2
3596,13,94.36
3522,7,70.5
3605,6,41.4
3705,13,138.7
3959,3,16.4
3798,4,34.24
3436,13,110.7
3544,7,88.4
3510,9,72.85
4089,2,42.6
3628,7,28.6
3870,2,20.75
3732,9,98.1
3529,3,9.6
3760,6,29.22
3626,7,22.15
3382,8,25.97
3710,12,86.95
3735,7,26.4
3388,17,134.2
3572,10,86.2
3394,8,99.4
3751,10,61.34
3571,11,133.9
3702,10,96.78
3703,2,13.5
3954,4,29.0
3414,10,28.5
3381,6,93.0
3455,2,33.0
3382,16,164.86
3701,7,21.8
